z dist z_err dist_err
5.909555804279198910e+00 3.977637825152425677e+01 6.463033619222150472e-01 1.320155353405110432e+01
2.412628295438131953e+00 2.905402462437115929e+01 3.589874339891064303e-01 3.524071755996568189e+00
2.321005592205623191e+00 1.889229084724385643e+01 3.260814414463835131e-01 2.816125823154564500e+00
3.263695227673233834e+00 3.805800501488091925e+01 4.508085594986136480e-01 5.921708142892144089e+00
1.026636398556398655e+00 6.634189358563750361e+00 2.024938705784833926e-01 8.387557052985465944e-01
2.476131641640606063e+00 1.842109257013947499e+01 3.109827659305756664e-01 2.517336103136829095e+00
2.258604020170359217e+00 2.608578328699660887e+01 3.633741888209326976e-01 3.624386216611572120e+00
3.917312476229025009e+00 3.670613238188586536e+01 4.866868745499093873e-01 7.032048902307770355e+00
1.674076518883891307e+00 1.154751056857264757e+01 2.529297021442289406e-01 1.518097890689327878e+00
3.076027430167416199e+00 3.091578913457099276e+01 4.170978095035828281e-01 4.968093967777129194e+00
1.615313715596199184e+00 1.167065594802494033e+01 2.593852487058666001e-01 1.617623739831582474e+00
2.200797565688315416e+00 1.891739310022916598e+01 4.022348325106442357e-01 4.574878105026029651e+00
2.861467198444726190e+00 3.202229805722286926e+01 4.032247566867854238e-01 4.600553616404801538e+00
2.017564672554601923e+00 2.153059041236239679e+01 3.300063862932038905e-01 2.896465513605503528e+00
1.013063321339658263e+00 6.469733828512503671e+00 1.997490569696678819e-01 8.067557314397119095e-01
2.498685552967567780e+00 1.871846679903354627e+01 3.109540730406893383e-01 2.516783751320484708e+00
2.771492429493646270e+00 3.044239403831882740e+01 4.576829575497076141e-01 6.126787336530444605e+00
1.642718703757151122e+00 1.055931054730842256e+01 2.615626369146184516e-01 1.651841272996904308e+00
2.103680474715297510e+00 1.768807577167972056e+01 3.106039533699740396e-01 2.510048489408666317e+00
1.003058151920471097e+00 4.812772719521385412e+00 1.704296177662362743e-01 4.969761329123447702e-01
2.209112572736624536e+00 1.608753112444563271e+01 3.104757591502882441e-01 2.507584590342392339e+00
1.915200064180632156e+00 1.297407918432109319e+01 2.797992320039369707e-01 1.951329351936184731e+00
1.241027748687932419e+00 1.438159698270624709e+01 2.869644307890857893e-01 2.075336594991541439e+00
3.052998806976807256e+00 2.918083068632797250e+01 4.351884069700561186e-01 5.469129005295164880e+00
4.386530359999829543e+00 5.643068595421768663e+01 5.747895496752056799e-01 1.018532062937273963e+01
3.269798081085153019e+00 3.818440461887598047e+01 4.075835387240469010e-01 4.714477844771496784e+00
6.111927841234358061e-01 6.288908407740801287e+00 1.950547212990531576e-01 7.532150104646159194e-01
2.213985634663810487e+00 1.959205720973090337e+01 3.081141211619565223e-01 2.462402421832250443e+00
1.288579046839515740e+00 1.240547151963914807e+01 2.642250527164830554e-01 1.694126349211859228e+00
1.681300693934963064e+00 1.183937924743791115e+01 2.425862356968987443e-01 1.364608967630310365e+00
1.906958565048999521e+00 1.674122840048052652e+01 3.233692606005788561e-01 2.761255038213871416e+00
1.765746799893197938e+00 1.141905489504123494e+01 2.573192633329647316e-01 1.585459560052911110e+00
1.247707271738828894e+00 1.382887376880200847e+01 2.614258523532559941e-01 1.649682068450258887e+00
2.201553619562015562e+00 1.171480168010739575e+01 3.038883817888747285e-01 2.382543195647922829e+00
1.365610033142527602e+00 1.219057196832429213e+01 2.587941807944957318e-01 1.608391647603188979e+00
2.714230158199549603e+00 3.019297438602667683e+01 3.694462171193684252e-01 3.765561988925786086e+00
3.578224218015414682e+00 3.776163597625650681e+01 4.612277374780955341e-01 6.233951017218149815e+00
1.870131952884119819e+00 1.008374219938932015e+01 2.576669740810981213e-01 1.590852261740401064e+00
2.227413855253611796e+00 1.593624950361346393e+01 2.825142294538229293e-01 1.997895194318470846e+00
1.583487306878385903e+00 1.016026078067534222e+01 2.432790757658172542e-01 1.374660694427415786e+00
2.224533648377899908e+00 1.701052005755902741e+01 4.230164000828229298e-01 5.129294995431100013e+00
3.493463196730400622e+00 2.866557382754773187e+01 4.373370843653496820e-01 5.530283919678518956e+00
3.002827547207485903e+00 2.141878973550621268e+01 3.623732663663733478e-01 3.601373728047674749e+00
1.938757118219498476e+00 1.454035780106236864e+01 2.917844308609514603e-01 2.160778318467093673e+00
1.480763996411978756e+00 9.711268574717985658e+00 2.384109988623334120e-01 1.304730819150105914e+00
3.147898510712217046e+00 1.871895708898198052e+01 3.770333656360893571e-01 3.945768147738459408e+00
2.534626939498568099e+00 1.566996353469707870e+01 3.306203448609077444e-01 2.909132594544598938e+00
2.786026822679144921e+00 2.597053051168419557e+01 4.002327812159109377e-01 4.523174762888395151e+00
3.814342542053133833e+00 2.533217124080201899e+01 4.513482569971570268e-01 5.937677806541218573e+00
1.526071622223077462e+00 1.534555166534874537e+01 2.702879483608217059e-01 1.792250312660495837e+00
2.828241777503969878e+00 2.571080059170451904e+01 3.713525167391283355e-01 3.810441435279258382e+00
1.774285190337792306e+00 1.308695461356254164e+01 2.631723499874171757e-01 1.677348486960151597e+00
1.084571703849342539e+00 1.086299156764630069e+01 2.315643754305554691e-01 1.209122738860888502e+00
8.617707407982242440e-01 6.027423776453271209e+00 1.844699609528630269e-01 6.379971565168314207e-01
3.163891696438158263e+00 2.075934179809649649e+01 3.732165890827474075e-01 3.854584880523744594e+00
2.192142906814264158e+00 1.931309824508208095e+01 3.119725225489193288e-01 2.536425187101065237e+00
2.259452377053118077e+00 3.232109867865361252e+01 4.158140971095150573e-01 4.933478217445285807e+00
5.095822458612933481e+00 2.370396670010946139e+01 6.383837142230927020e-01 1.284704162627227753e+01
1.129292204955471446e+00 1.098563556558433874e+01 2.321044347088000448e-01 1.216547916374243865e+00
2.722539895916003427e+00 2.276841443470809523e+01 4.139802155815893170e-01 4.884241805097899736e+00
4.095602585984558175e+00 5.907094944718717500e+01 5.498719980967140541e-01 9.231205007483071157e+00
1.757250144439874262e+00 1.170595173165151159e+01 2.692380846100840830e-01 1.775076489945503599e+00
3.990395482362435686e+00 3.266228356020377532e+01 4.449933210623795432e-01 5.751045835295680142e+00
6.697318319206068127e-01 3.922381944603706927e+00 1.580211678478693482e-01 3.836447166849367152e-01
1.424937582080868292e+00 1.014181417017838172e+01 2.431626408332556721e-01 1.372969155645007655e+00
1.944261661930816620e+00 1.134211870537144762e+01 2.759593644392114853e-01 1.886348449214306333e+00
1.516387659919882225e+00 1.230137561403704716e+01 2.461657737196497608e-01 1.416895219657457128e+00
4.435732090948185657e+00 4.618374558845190592e+01 5.335430037180901586e-01 8.632754677124180986e+00
2.829315648259282057e+00 2.729482445340773467e+01 3.892603639589536924e-01 4.245110528428547525e+00
3.877861390375151984e+00 3.036905709536177156e+01 3.948013021498204544e-01 4.384410501432232543e+00
2.036349340572723765e+00 1.502863764442957617e+01 2.847879211245750164e-01 2.037288340850595958e+00
2.036363192982992842e+00 1.698015935393817344e+01 3.291700355988852467e-01 2.879253615832474189e+00
3.858680713725851419e+00 4.785562416550799014e+01 5.194298041890279549e-01 8.132495797738686250e+00
5.157927574817106064e-01 2.750984085374735155e+00 1.456634503242350553e-01 2.814487967734066731e-01
2.793741760671430985e+00 1.420569379232016871e+01 3.423555647614690556e-01 3.156466135682457264e+00
3.513180766366259977e+00 3.327883435883999397e+01 4.311700276634615747e-01 5.355699003037763362e+00
2.036734983695860812e+00 1.224303222267862878e+01 2.792965363516566879e-01 1.942763904271292308e+00
3.289021180132826849e+00 1.880603315438449030e+01 3.852619825062761905e-01 4.146005311088566181e+00
9.519901279017165763e+00 8.685995336040041082e+01 1.067048868497066261e+00 3.967422079304531479e+01
1.289325309852138668e+00 1.059092798283951353e+01 2.576919744585169925e-01 1.591240318003921184e+00
1.010442223152083097e+00 6.112516026604099650e+00 2.088566664263508954e-01 9.149051224223110346e-01
9.909698488945578587e-01 8.490287047572918411e+00 2.062951469309987351e-01 8.839181170302830015e-01
1.166108067592909858e+00 9.790244890325414673e+00 2.422747716539169760e-01 1.360100965765156156e+00
1.224169523114688518e+00 1.084111653181409629e+01 2.522922743411740720e-01 1.508426355967984467e+00
1.687818106351054004e+00 1.077853245251875336e+01 2.288065475914743685e-01 1.171516253096001048e+00
1.037193358243004848e+00 7.688270689548327042e+00 2.003020990138921487e-01 8.131620761739651870e-01
7.384245228429807684e-01 5.716274586808493652e+00 1.867119585787224700e-01 6.617643956262734273e-01
1.803901787266064094e+00 1.243724445043250881e+01 2.596537259356984095e-01 1.621825144174517064e+00
1.661920617651149845e+00 1.235917770798686988e+01 2.628973595336147606e-01 1.672978348469698950e+00
1.447592843902208770e+00 1.147659430222805454e+01 2.480235205128844267e-01 1.444377865615985579e+00
3.117895031729778665e+00 1.688035475515362549e+01 3.860752533552827548e-01 4.166067384229597437e+00
2.664041117149086979e+00 2.314929384354849873e+01 3.825168029512611145e-01 4.078647520369777624e+00
1.215956748505433671e+00 1.058003363370299255e+01 2.237515109111615497e-01 1.103931184276863764e+00
6.681031104399701270e+00 5.463259887146953986e+01 7.059806154855690075e-01 1.603909246499493335e+01
4.472808470768820932e+00 2.962682513292256914e+01 5.386557995211297412e-01 8.817864111049436460e+00
2.588433251119391709e+00 1.981760597984357020e+01 3.547510143405439575e-01 3.428527911744918111e+00
1.502911266060575235e+00 5.414420137132793798e+00 2.167217849076441272e-01 1.012838209124412803e+00
2.158488326128644275e+00 1.628103732765853096e+01 2.900219551783331240e-01 2.129346770071511852e+00
3.590222543104394148e+00 2.916891936926424123e+01 4.241561186578614029e-01 5.160639955584804817e+00
3.046547287831678830e+00 2.545201693996008174e+01 4.176799668208669991e-01 4.983832884002223018e+00
1.384441014231910128e+00 1.145202780544840593e+01 2.618343082563421298e-01 1.656133559844139125e+00
1.796992780144494484e+00 1.429086344407661180e+01 2.760446842089697150e-01 1.887781128607015413e+00
4.105377210814048494e-01 3.569793802499851676e+00 1.642977663130097965e-01 4.396389117910752264e-01
4.424831138436221778e+00 2.625110824824277955e+01 4.697673559558553369e-01 6.496079532020495151e+00
1.022892011502762877e+01 1.130499703001045475e+02 1.037392730959299847e+00 3.730404089636599707e+01
4.417201710294017758e+00 4.961873974661342857e+01 5.803675883387193757e-01 1.040571471609859522e+01
6.514594609013902859e-01 2.431712386462402176e+00 1.490457769437949498e-01 3.083517682899951096e-01
2.010220449066290715e+00 1.363928983791050875e+01 2.597237711877455335e-01 1.622922102108352638e+00
1.999750959928125571e+00 1.832984954946103073e+01 3.220718945041115555e-01 2.735193772636349330e+00
5.222300617080390950e+00 3.435263718939783217e+01 5.394893263426755459e-01 8.848238200109136642e+00
3.951919904491707047e+00 3.202481567963425135e+01 4.539621030016949277e-01 6.015336673901886755e+00
1.376674749108876439e+00 6.326474761027530036e+00 2.062373430244482386e-01 8.832240024513545729e-01
3.585464775605968324e+00 2.676717818469706245e+01 4.594668714268799192e-01 6.180597085748329889e+00
3.677723598996214704e+00 2.972382899823159974e+01 4.789736030045247950e-01 6.784965240170172329e+00
1.461121904577305619e+00 1.116334932066281560e+01 2.306439391413437068e-01 1.196513712561204423e+00
9.685507765475431796e-01 8.100800274072515350e+00 2.104147209425797360e-01 9.339712591768114525e-01
1.329663855543476103e+00 1.076628239694088407e+01 2.506667018358994525e-01 1.483888507690619418e+00
1.530723292363489696e+00 1.188399696823823781e+01 2.774574421136621893e-01 1.911577698549254523e+00
6.296186710162936073e+00 5.479541379135930157e+01 6.874323032381979282e-01 1.512559105254882041e+01
1.822473458347893427e+00 1.331291757228035877e+01 3.077083077384843435e-01 2.454678342730758800e+00
1.215751175180068255e+00 8.985683245888134607e+00 2.112560615604842096e-01 9.443354866620807808e-01
1.921093729010115769e+00 1.965698156815833642e+01 3.384553204720914810e-01 3.073162576672054502e+00
2.246909115919508704e+00 1.892796772371803726e+01 3.054266865123700936e-01 2.411468165995337642e+00
2.739607690237868987e+00 2.831831966752532992e+01 3.778750523029492658e-01 3.966020525443937572e+00
2.100654367577199810e+00 1.706444453131656047e+01 2.993976794752518100e-01 2.299060731033346627e+00
1.195286567987192905e+00 1.220861892641501889e+01 2.485624355147326436e-01 1.452394676281140162e+00
1.286542268577657744e+00 7.727107440008571970e+00 2.093023298136179600e-01 9.203419179046943288e-01
1.286937383542508329e+01 1.547108971382973550e+02 1.320463299206601659e+00 6.315338869094770757e+01
1.478533660573428499e+00 9.098111766203942352e+00 2.183588658644446956e-01 1.033751463439532392e+00
1.572568932215293369e+00 1.507978033342917357e+01 3.160493142979015069e-01 2.615787049067655357e+00
1.527593542507124535e+00 1.155986638093471619e+01 2.325292691172913817e-01 1.222402882881385322e+00
9.981275014745508711e-01 1.310528631097331420e+01 2.774356222981701481e-01 1.911209107139436147e+00
2.225388587396529783e+00 2.224185140031620733e+01 3.221351170838424594e-01 2.736460988133389893e+00
1.340247117786350195e+00 1.820423499934832989e+01 2.874626704545307776e-01 2.084093144106215156e+00
5.799637050305262775e+00 4.347479820640064219e+01 6.860101985303490579e-01 1.505673183914102786e+01
1.174367220850412785e+00 6.232682087017447081e+00 2.141629936729616546e-01 9.805155627794570616e-01
2.843263799777833611e+00 2.405512131714068147e+01 3.606127218426007364e-01 3.561074230453793454e+00
4.169491510077674157e-01 2.566963132545480253e+00 1.450412591828253439e-01 2.765881378763319631e-01
1.597387281531012171e+00 2.103060625656170757e+01 3.411853975004960349e-01 3.131357695271855146e+00
3.773206188255007199e+00 2.923647750396195022e+01 4.277626203891478074e-01 5.260473437264600705e+00
6.904456195560327636e+00 7.298969532423153339e+01 8.429340113588472683e-01 2.367953560204190566e+01
1.224155573945126640e+00 7.223689281754422709e+00 2.191340708489980804e-01 1.043718117272801837e+00
1.723130827073954041e+00 1.259557570199901200e+01 2.592729191866111615e-01 1.615867370244345569e+00
2.952226195317111834e+00 2.254186823311104249e+01 3.445951885706304840e-01 3.204798147059857438e+00
7.100043027486421243e-01 7.297355869516582771e+00 1.946960664123650042e-01 7.491860575399756916e-01
5.292172161268303476e+00 6.109716589373085327e+01 6.244574726878904247e-01 1.223608941277934115e+01
2.929533151937969926e+00 2.076436403382804485e+01 3.391939679891013970e-01 3.088854714608836982e+00
4.048562280364349064e+00 2.629227996890590546e+01 4.979698499124950439e-01 7.401803609787585003e+00
1.925712421207297353e+00 1.204360401892078336e+01 2.529090136894984187e-01 1.517783550747011656e+00
1.976880843341723537e+00 1.307855775726154413e+01 3.071344360699739262e-01 2.443775438687064039e+00
1.628214106190632338e+00 1.717016072547387395e+01 2.741613860391997615e-01 1.856274868750128704e+00
8.232432984796107522e-01 5.359564256988156750e+00 1.921631482079854403e-01 7.209817497194018765e-01
1.637321099683627157e+00 1.569518065579243071e+01 2.781177650368403254e-01 1.922747905944122371e+00
1.896973710538262914e+00 1.700515659047307793e+01 3.450497833048808971e-01 3.214652802633882089e+00
4.945577463684063702e+00 4.250696198408187598e+01 5.151864283871392391e-01 7.985150263561840767e+00
3.736995820663524093e+00 3.168091299640543923e+01 4.255297334464034908e-01 5.198547888456272581e+00
2.917509077706892384e+00 2.828729554336909757e+01 4.020178106558314202e-01 4.569259021015279920e+00
2.074426105223416972e+00 1.657623349878729258e+01 3.134934063525340875e-01 2.565893597721593977e+00
2.382848059871598867e+00 1.432542491479755853e+01 3.000930581118000928e-01 2.311894687278733151e+00
2.156431605806615082e+00 2.292459388081763549e+01 3.207608016411380158e-01 2.708978966906063324e+00
1.666577192861631751e+00 1.188919179376031465e+01 2.696997697749675127e-01 1.782619378760502249e+00
2.020183017817481108e+00 1.784211632138149994e+01 2.925690193984127885e-01 2.174840645282627882e+00
2.773256620995558031e+00 1.885302364655938590e+01 3.775085126826270288e-01 3.957194556177482614e+00
2.744088159312696895e+00 3.059179454099490414e+01 4.043112674157917086e-01 4.628818534556700115e+00
2.035738176710613079e+00 2.067268323843890698e+01 3.140202511226306559e-01 2.576140013628759995e+00
3.435964480210534244e+00 2.950346461443983870e+01 4.370528535658828040e-01 5.522174127115224707e+00
5.016648430085408172e+00 4.506965061798689476e+01 5.555892877050740974e-01 9.445745591836804067e+00
2.654727300472643492e+00 1.446037711142135684e+01 3.227326164432302025e-01 2.748451204478024490e+00
1.589344664731019208e+00 1.160195079189418088e+01 2.367782338601430725e-01 1.281639474680243973e+00
1.510200610705764390e+00 9.432026911267985980e+00 2.325285263882369835e-01 1.222392636011801148e+00
4.552079738999855962e+00 2.953472716555806699e+01 4.766665021712376826e-01 6.711955373046583517e+00
1.270731970638201425e+00 9.060119479600597714e+00 2.005871775003708057e-01 8.164724999167197739e-01
1.386948892351402840e+00 1.109996901202027786e+01 2.624744948257470845e-01 1.666268402672639315e+00
1.340195438057357968e+00 6.268851279661478593e+00 2.166850339062834641e-01 1.012370818006174122e+00
1.954968091893668269e+00 1.876806138203808061e+01 2.978769336742375651e-01 2.271112594398070339e+00
6.095766235588767401e+00 2.644870207769006143e+01 6.753034936416962841e-01 1.454368396782800588e+01
9.317350249365908832e-01 7.587020750459011253e+00 2.126576965532487040e-01 9.617086930210807516e-01
5.634103957514149386e+00 4.909869833146684925e+01 6.851412615580912968e-01 1.501473986967998719e+01
2.069859672149496177e+00 1.673777792222166738e+01 2.947404129736495015e-01 2.213984520370954723e+00
1.396998804504727909e+00 8.073702171483811085e+00 2.807653561824827171e-01 1.967840686993146626e+00
1.823113150623216772e-01 1.530504606365361564e+00 1.281962112212396421e-01 1.555406515141179447e-01
1.716811192359914306e+00 1.357798153469619606e+01 3.322721013955494129e-01 2.943345738421937696e+00
3.397515814943623980e+00 3.804271187970444146e+01 4.667694509578215190e-01 6.403418124765544839e+00
3.572180012246006342e+00 2.357893540353254025e+01 4.686220629009929528e-01 6.460598294486127102e+00
6.397856711221833415e+00 5.222766606520431765e+01 7.466427644414290743e-01 1.814217680289481649e+01
1.607363260050470588e+00 9.925918259847975378e+00 2.602976812463578260e-01 1.631922699483493222e+00
2.586050305280836459e-01 1.268721667727607860e+00 1.242992653912489698e-01 1.304764538186660994e-01
1.135670222939271667e+00 1.298561796678509594e+01 2.536801124573639932e-01 1.529519527652618116e+00
9.416489996149695063e-01 6.947561408668081917e+00 2.004594539353826976e-01 8.149886492257079063e-01
5.564090046558800573e+00 6.484306914320154647e+01 6.940317495396922665e-01 1.544733623212301055e+01
4.156036025960342606e+00 5.335651472326500766e+01 5.619814991257394698e-01 9.688696236433443687e+00
1.737261627314349077e+00 1.152081276729181702e+01 2.460940536267541556e-01 1.415838975986314807e+00
1.293740599746408870e+00 7.813467887550843649e+00 2.145719904870515282e-01 9.856521068669709118e-01
1.816008166435488569e+00 1.554501114488149760e+01 2.965944021862458313e-01 2.247669048891558941e+00
2.170957367205487820e+00 1.864092299511865392e+01 3.133579054169012279e-01 2.563261479793869757e+00
1.474244876328699050e+00 1.384122178717394114e+01 2.529801057997777547e-01 1.518863846097748160e+00
1.474879730578195103e+00 1.685957455092927759e+01 3.010163893327488793e-01 2.328988492717509740e+00
1.501784145360795630e+00 9.086161587579898224e+00 2.162950588523400719e-01 1.007416862077381126e+00
8.501087018315227617e-01 9.853072354373598074e+00 2.161930274798306018e-01 1.006122438209187342e+00
1.038031789493934820e+00 9.221674583740398390e+00 2.099241743314905484e-01 9.279505696123218073e-01
7.127843035273753181e-01 7.937993148358595263e+00 2.138898449702949511e-01 9.770914556353212932e-01
2.007536081938789074e+00 1.903430251868444500e+01 3.400262563523507309e-01 3.106583375207184083e+00
2.706584936798838381e+00 2.087478883245116279e+01 3.638389910273742700e-01 3.635097526724012873e+00
1.963827316753889329e+00 1.133333668228514490e+01 2.743255847230869904e-01 1.859011975741151845e+00
2.162914844978526485e+00 1.171248823532748062e+01 2.969202384362182312e-01 2.253614067415857569e+00
1.033569710234849115e+00 6.876326933967428445e+00 2.072358841674122043e-01 8.952465030722209782e-01
5.046688679670821465e+00 5.026559986687760784e+01 5.684222679099389941e-01 9.936792269167126435e+00
3.468776251908919139e+00 2.757157066557658354e+01 4.049436354122354920e-01 4.645309817480832493e+00
1.146352873480281920e+00 5.853938522205876183e+00 1.890133630523740116e-01 6.865180056785158413e-01
2.538357764707443565e+00 3.100782286734929016e+01 4.529842066877673989e-01 5.986221638616243013e+00
1.490965211758517706e+00 6.635046328027056184e+00 1.994894092875081348e-01 8.037551912729397063e-01
1.246512797786276883e+00 6.605428385922548884e+00 2.227005345787150259e-01 1.090098453832341052e+00
1.019590858859463189e+01 1.180480881612825499e+02 1.056021633008717986e+00 3.878376755170716450e+01
2.413743497771701829e+00 3.358380374000169866e+01 4.203558787955870568e-01 5.056505561200294707e+00
4.294036688419514469e+00 4.316144914150827816e+01 5.647021295257689255e-01 9.793089418836229854e+00
1.309468416448027694e+00 7.572004736291452431e+00 2.209321849301122132e-01 1.066993579120358637e+00
3.585388473560443767e+00 2.768196271851551415e+01 3.959725764553507221e-01 4.414148634736580590e+00
6.893504095497374751e-01 5.883436899593971425e+00 1.861053740297166914e-01 6.553001962847024853e-01
4.706637614586417051e+00 5.730539880104682737e+01 6.922275126580226257e-01 1.535901456633042628e+01
1.256633936444897071e+00 9.174413377924114599e+00 2.185201121831196192e-01 1.035821206097964575e+00
5.929846773056429043e+00 6.497468962187225827e+01 6.860086554455322450e-01 1.505665721305117799e+01
4.913045817929878822e+00 4.917482625660690587e+01 7.334652553963112442e-01 1.744545130563917112e+01
3.016596617513917167e+00 2.268168719369951702e+01 3.775123080801963127e-01 3.957285895456713387e+00
2.410252856198110027e+00 1.404673810039578363e+01 3.622512357788383319e-01 3.598573098176424345e+00
5.947924106544554279e-01 3.671376996988961139e+00 1.587128074431963520e-01 3.896806243355649957e-01
1.212955457891824240e+00 1.194644769686353314e+01 2.929545366406167695e-01 2.181766191311483638e+00
1.357867630821223415e+00 8.323860515098946422e+00 2.188806092689487837e-01 1.040454912998183712e+00
6.292520710301872100e+00 4.037883931809808757e+01 7.308889696483950038e-01 1.731094074157766727e+01
2.377363512515341171e+00 1.868585350075347762e+01 3.013360817559987970e-01 2.334921046767615582e+00
1.696148677091200430e+00 1.237219037209134420e+01 2.457791545281989842e-01 1.411205538797662751e+00
8.358809135969513804e-01 5.821081920702409818e+00 1.959216833491339571e-01 7.629901878678507776e-01
4.583114341867537078e+00 2.513124137240851041e+01 5.003417649308077308e-01 7.480794720487614846e+00
9.849830482024708456e-01 9.880966672077892810e+00 2.211097255433555897e-01 1.069303670559440977e+00
1.758522605885092682e+00 1.239976953072074295e+01 2.654373394844130596e-01 1.713542667944136122e+00
1.481325551549420805e+00 8.869695887744045493e+00 2.355532224687814369e-01 1.264434490293486313e+00
4.202869755457609102e+00 5.713619731557002979e+01 5.671836396568065153e-01 9.888823175779656083e+00
2.606391395679184431e+00 3.297616269835258862e+01 3.957595481543613181e-01 4.408732347316866473e+00
2.655900828460889596e+00 2.487079464263612039e+01 3.644609953176787820e-01 3.649456268590571817e+00
3.311683486954979383e+00 2.732457290752245527e+01 4.038607535025388606e-01 4.617087984495427122e+00
2.197659189763960352e+00 1.900177233627064410e+01 3.302455687540608031e-01 2.901397064326456388e+00
2.230906853357936370e+00 1.832160395629282235e+01 3.351586095633080076e-01 3.003605449648889536e+00
6.885431691470461857e+00 2.946423018042376896e+01 9.751415435549635191e-01 3.258219869273785463e+01
3.270170542276023884e+00 1.701175704742237471e+01 3.843456178768563380e-01 4.123458728228920123e+00
2.554821359777718293e+00 2.203008665219649842e+01 3.252883238202323724e-01 2.800025594996875977e+00
5.582055636670362198e+00 6.865303843070113032e+01 5.922752107533797439e-01 1.088456743002700300e+01
2.141560450110224778e+00 1.451143909362990314e+01 3.481843688314609220e-01 3.283011500768067137e+00
1.825605476450276266e+00 1.309287096862452238e+01 2.685550447182628031e-01 1.763944292728957697e+00
2.191487471297402401e+00 2.467666034265887376e+01 3.713429741162064257e-01 3.810216111559625585e+00
2.123959379292881255e+00 1.560398257091625496e+01 3.137650890974622575e-01 2.571174993179410784e+00
1.210415693706556439e+00 6.537381525678674699e+00 1.989732944485571586e-01 7.978044791351877052e-01
1.723765466946441283e+00 1.187080080959536588e+01 2.797088021350700449e-01 1.949787213886334802e+00
2.669725981959657268e+00 2.695292000446469061e+01 3.937387568330970034e-01 4.357521212607405658e+00
1.213409552131114344e+00 9.343779400623667186e+00 2.207449042191718114e-01 1.064559079091453420e+00
3.710025394541121457e+00 2.312312087634056823e+01 4.155032724020127910e-01 4.925115349984160673e+00
2.521150453339279895e+00 1.548152823714323567e+01 3.300688190396101063e-01 2.897752378496889492e+00
1.991700175043391141e+00 1.167120858418839369e+01 2.764677617231168227e-01 1.894892885324794829e+00
1.632306339324611999e+00 1.306490616992987697e+01 2.676579485630374289e-01 1.749372563251392343e+00
1.393624696734536261e+00 7.531746489081784013e+00 2.061736071052753805e-01 8.824589190134604078e-01
1.153066597294791329e+00 7.853027563599355609e+00 2.117779995762588685e-01 9.507892765656835721e-01
5.737562812097194431e+00 7.510716655429450839e+01 6.774483118430060236e-01 1.464570038246003314e+01
2.524846672565042582e-01 1.533914378760158570e+00 1.338109508103883794e-01 1.936102453526105938e-01
2.674964621654978281e+00 2.421039959804410202e+01 3.363075271933515520e-01 3.027757492202773459e+00
2.088008947817775240e+00 2.366396859829583477e+01 3.446177254880984364e-01 3.205286347480102105e+00
4.855556594156271721e-01 3.972168939367020091e+00 1.579511076513998580e-01 3.830351640912355027e-01
2.488272109228733431e+00 1.995994458786396564e+01 3.107475021330719511e-01 2.512808888262385132e+00
9.318829903137239024e-01 4.997963344756247039e+00 1.864240443013932547e-01 6.586930454820135727e-01
1.314964212077466499e+00 7.530838200039658759e+00 2.123542849601518234e-01 9.579365906747860926e-01
