z dist z_err dist_err
2.436666164574518234e+00 2.119703835191391761e+01 3.527751260301659753e-01 3.384412726271535110e+00
3.296347623761903822e+00 2.329173528647820390e+01 3.854691991405959639e-01 4.151112361718507948e+00
3.371033148799896573e+00 2.384752306717636472e+01 3.978359898484675194e-01 4.461670304904273188e+00
1.090831780115370186e+00 9.430638984003016034e+00 2.350252352516403465e-01 1.257050677299593300e+00
3.539011811767503346e+00 2.511620938094788258e+01 3.955092750214093678e-01 4.402373416429416153e+00
2.221984089749839519e+00 1.712194189766991670e+01 3.081929447417900980e-01 2.463904070170531480e+00
2.994094179874945638e+00 3.447372378247646907e+01 3.977779493681103395e-01 4.460186227177608487e+00
9.644881039826320723e-01 7.945939738625922288e+00 2.144040132486425554e-01 9.835411232367641254e-01
3.262005716927686150e-01 2.454551148620091272e+00 1.415596035804398412e-01 2.498969653672672431e-01
3.904218540079449795e+00 2.682094571962922203e+01 4.850305301691884563e-01 6.978601498193786945e+00
2.345656076439243343e+00 2.389924701529758266e+01 3.496562465967503197e-01 3.315355856284440961e+00
3.379734639797369766e+00 3.546864669075512211e+01 4.138180118787773698e-01 4.879899088054500567e+00
1.829954850333998850e+00 1.384701403189757585e+01 2.817291546245471179e-01 1.984377203791098498e+00
2.390543561164772957e+00 1.613229411583247241e+01 2.833475152025116128e-01 2.012290435225880803e+00
1.445577067250053416e+00 9.586658043719516797e+00 2.269640541175708681e-01 1.146680637033650196e+00
2.264164988711216520e+00 1.861430419089612442e+01 3.293245000198754546e-01 2.882428677204929901e+00
2.233766340840047437e+00 3.860872804118402968e+01 4.264348954886599263e-01 5.223605709716420797e+00
3.426013058526898192e+00 3.221258129761398692e+01 4.752174364660344263e-01 6.666308983923531883e+00
1.405205423636589845e+00 1.581542074733803283e+01 2.748376543079213419e-01 1.867559957614612909e+00
7.622557479072504805e-01 7.491146862707021015e+00 2.033204429257001733e-01 8.484925170209859369e-01
2.054328859731237245e+00 1.162700103828272269e+01 2.879729006561319027e-01 2.093078454432582003e+00
1.676803001535243087e+00 1.287892930182992224e+01 2.727213220616697131e-01 1.832350088521991216e+00
2.458679108075563668e+00 2.583221277744707578e+01 3.499117262902519676e-01 3.320986008542107903e+00
2.573026286288056852e+00 1.747710803167872129e+01 2.911323467811682275e-01 2.149123796632539385e+00
1.768320445147318676e+00 1.569864260747485574e+01 3.125559836515670598e-01 2.547710800997023295e+00
2.524046173098701384e+00 1.951324950698114691e+01 3.683798978223117304e-01 3.740574272224920449e+00
1.955363003983040304e+00 1.534593091247520391e+01 2.893998235063914848e-01 2.118303892617757533e+00
1.864577810155757520e+00 2.117445540337313048e+01 3.099192135630312039e-01 2.496901283207062061e+00
3.164078849235027580e+00 2.602069358059485538e+01 3.671836091294959914e-01 3.712640158166656601e+00
1.803129632144134353e+00 1.206206632535896084e+01 2.859014289108662843e-01 2.056712488354651924e+00
2.478039685353103927e+00 1.901458896276602317e+01 3.147678162367946730e-01 2.590713027547682401e+00
1.177788776382910907e+00 1.708243201476798845e+01 2.983939220988780505e-01 2.280595468683076277e+00
1.886339319986653829e+00 2.080752749077920782e+01 3.211700051172108883e-01 2.717147654026063286e+00
1.449762913037015322e+00 1.223946715690818188e+01 2.767879425067543697e-01 1.900283278575208845e+00
1.219433133036035066e+00 8.764240292894379891e+00 2.343301610070227525e-01 1.247359231168391203e+00
1.549502504166716754e+00 1.340450705906706474e+01 2.536357590438719778e-01 1.528843367417123567e+00
2.933058614058277946e+00 2.416533414896800380e+01 3.623143092887933792e-01 3.600020513728797500e+00
1.688382255750640271e+00 1.438613325578643654e+01 2.887302757404943132e-01 2.106449709375469936e+00
1.756826964576529759e+00 1.718293993412532217e+01 2.900077298526097525e-01 2.129093966243543079e+00
2.396519589961253693e+00 1.833756957385187292e+01 3.549668250565430894e-01 3.433363476266990677e+00
1.184296264015387790e+00 8.080916195457140461e+00 2.119416044694150125e-01 9.528160723027742085e-01
1.885407862802217949e+00 1.964237438338371078e+01 3.202335042494511841e-01 2.698470472101543116e+00
3.141113280644943107e+00 2.467774926919269873e+01 3.668876518562411704e-01 3.705745552013774979e+00
1.539095797946615773e+00 1.514079681079224216e+01 2.675722332589821062e-01 1.747983191502906042e+00
1.822231974437162005e+00 1.737419675081186199e+01 3.020114692025085423e-01 2.347477990215133481e+00
2.334780924495594601e+00 1.502270339836809043e+01 3.288859057855950674e-01 2.873417715211604495e+00
1.986345251761286956e+00 2.417711119239648454e+01 3.783815382392874405e-01 3.978232583799771849e+00
8.913257194749063528e-01 5.250158857194593409e+00 1.854473543679648895e-01 6.483162537904071376e-01
7.883892306643442982e-01 7.804402960653853860e+00 2.074418570697490749e-01 8.977348627550856275e-01
2.517765041900550393e+00 2.582324748642870915e+01 4.023448308971229181e-01 4.577727502705395857e+00
8.145366758463001844e-01 6.037763134836396262e+00 1.865590704144108603e-01 6.601327439883802883e-01
6.110754048150830453e-01 4.558658056753090548e+00 1.689373963201864504e-01 4.827839162839953624e-01
1.310747664254283462e+00 9.366185394505722073e+00 2.300774413051035472e-01 1.188782024092251532e+00
1.190134030450143765e+00 8.116417163438150340e+00 2.374584536914629840e-01 1.291237307370222576e+00
7.469273365464141889e-01 5.936719037889073292e+00 1.970912149667860824e-01 7.762579216785522318e-01
7.541364503946976772e-01 4.536973914976732303e+00 1.863392405188156742e-01 6.577894719468171392e-01
1.025522207100579841e+00 1.109407068682356368e+01 2.302474510932676077e-01 1.191100055407785296e+00
2.100938996516932278e+00 1.329406187203942658e+01 2.452897066954176641e-01 1.404017293029549363e+00
1.168623289792717568e+00 1.398429215939552606e+01 2.755178558592023541e-01 1.878942787667990721e+00
1.961346003399827342e+00 1.326167077826868024e+01 3.017706736872813877e-01 2.342997374105069142e+00
2.112199656441544615e+00 1.551979583916118699e+01 3.198211522793724115e-01 2.690266552042054116e+00
1.695841684813237160e+00 1.192360120155118430e+01 2.591426114288485905e-01 1.613830986767594844e+00
2.441543708047662964e+00 1.992441412606443762e+01 3.168996041307135525e-01 2.632488513661916940e+00
1.940536583639668633e+00 1.825081917747012028e+01 2.883720684130026135e-01 2.100120642523488623e+00
1.722841242244218529e+00 1.371989473042553698e+01 2.718534009111241434e-01 1.818000343934722540e+00
7.881757863383278551e-01 5.847029783304581230e+00 1.835634167899103941e-01 6.284843674286164639e-01
2.751975534914932631e+00 2.951742099593726820e+01 4.620428923809328237e-01 6.258730654443545482e+00
2.665670573890714490e+00 2.150616258345429799e+01 3.899662361851583547e-01 4.262729569280057973e+00
1.135476824537994034e+00 6.650100739902552682e+00 1.957492914897909220e-01 7.610423602501489304e-01
3.448645061475952733e+00 3.776895468576637427e+01 4.225389418325511959e-01 5.116192884871713531e+00
2.119017551323925996e+00 1.541686166968744054e+01 3.063226280116252420e-01 2.428391866880008187e+00
2.554121286479116293e+00 3.142687791104166095e+01 4.537199095105162172e-01 6.008118999444094221e+00
1.887833859040966233e+00 1.275751470927436060e+01 2.491661274957662764e-01 1.461398794884348318e+00
1.127144948180458517e+00 1.188311462169893673e+01 2.749294196542338420e-01 1.869093725251228966e+00
2.333676963500093127e+00 2.003404204442779957e+01 3.086859973949241387e-01 2.473307089354757071e+00
2.328541417074270647e+00 1.685494480923215477e+01 3.175060283883786028e-01 2.644431420410787492e+00
2.107059417328535300e+00 1.825686839232634640e+01 3.146065527138200424e-01 2.587565997097363013e+00
2.933095107489367859e+00 2.445302270670880418e+01 4.003621420510166118e-01 4.526506493496551542e+00
2.312927415636848227e+00 1.677870732703101453e+01 3.628397913879014003e-01 3.612090620557856901e+00
2.175859527695892748e+00 2.361016827504031568e+01 3.488763124904334378e-01 3.298197309147386402e+00
3.619497347719787594e+00 4.058233968161769667e+01 4.613274045296180681e-01 6.236978027070244401e+00
2.475684907399111179e+00 2.784714386751810267e+01 4.110014955073504339e-01 4.804806686759834022e+00
1.351393212057572679e+00 8.929420994657455424e+00 2.284686359219319507e-01 1.166944085898641070e+00
2.923430888772294622e+00 2.773509120748780532e+01 4.134869310573294765e-01 4.871041116420713912e+00
1.652792520228831830e+00 1.226883191019222608e+01 2.448265580017321141e-01 1.397230423479446815e+00
2.045013366681166289e+00 1.402792306852255955e+01 2.752483645212088770e-01 1.874429133920518575e+00
3.265150314584818414e+00 3.681103229284018852e+01 4.451490341534164452e-01 5.755582004313448685e+00
2.752814543085850829e+00 2.128404254598739342e+01 3.444800854171006232e-01 3.202305326740121139e+00
2.903351959059176757e+00 1.790762826216315773e+01 3.547095199256056208e-01 3.427598555429679283e+00
2.406620818082700008e+00 1.359293232016917585e+01 3.091800555305143083e-01 2.482746577174097080e+00
1.496855204968242870e+00 1.651206928379525607e+01 2.676590425165780718e-01 1.749390298594402537e+00
1.909345071836657803e+00 1.663125990417489675e+01 3.080765443419346550e-01 2.461686710263464750e+00
1.768970833275521404e+00 1.517710814456586377e+01 2.986568142216624588e-01 2.285424801735872702e+00
2.065624817865181040e+00 1.681295523116346757e+01 3.094005334212805991e-01 2.486964621084990501e+00
1.576554212278098444e+00 1.065518458778129585e+01 2.348107571818487394e-01 1.254056679410653130e+00
1.943472929688267126e+00 2.387442967425770490e+01 3.196414816204781184e-01 2.686695722948432952e+00
2.524484877769010094e+00 1.547130168538583206e+01 3.149928442437895382e-01 2.595107504272509136e+00
1.401345354448783720e+00 1.404442203029567615e+01 2.939710192624411245e-01 2.200076675883276600e+00
3.512369954315282872e+00 3.489008547618738021e+01 4.809939558355873501e-01 6.849238902206226776e+00
1.388322050940159480e+00 1.650668336054842911e+01 3.027637015279264765e-01 2.361501584910644436e+00
2.292715607960821966e+00 1.636741589408583764e+01 3.083983023874403706e-01 2.467818356219187770e+00
2.014610536057714896e+00 1.212934121958102196e+01 2.582272545704720201e-01 1.599559290845411264e+00
4.823256190401043475e-01 2.734155078082578960e+00 1.589272086171346354e-01 3.915584603343360004e-01
1.689856749521092549e+00 1.400838128586391562e+01 3.085247661652258944e-01 2.470230347813056060e+00
1.496870384065946524e+00 1.299321647217414188e+01 2.666446162743473791e-01 1.732979892998504079e+00
1.649697225939246836e+00 1.286355038937587203e+01 2.918269857856935490e-01 2.161539929147237249e+00
1.451025118775891576e+00 8.564855917081050762e+00 2.275339046533222387e-01 1.154337124248555391e+00
3.737688024262638020e+00 3.162070625961263559e+01 4.188451324869685855e-01 5.015410312645043334e+00
2.019307446501391379e+00 1.211265407899898960e+01 2.803974971090170687e-01 1.961546191129058148e+00
5.134789103418324618e-01 3.375076815148525533e+00 1.600715389102255470e-01 4.016352120334219511e-01
1.884868227763385251e+00 1.440647145148545860e+01 2.896169371518230173e-01 2.122154589190999197e+00
2.356072293829816200e+00 2.209697391440749925e+01 3.480537909174961086e-01 3.280149655349578808e+00
2.054878788435714476e+00 1.647201652919469694e+01 2.903475951918541575e-01 2.135137729449231969e+00
1.622753898388479277e+00 9.790307959870748533e+00 2.392672725323395366e-01 1.316913565293366783e+00
3.038017008323180335e+00 3.150544580739207134e+01 4.065404707877996460e-01 4.687086151581796756e+00
7.108595836030026094e-01 6.846247874465866801e+00 1.909996853936989369e-01 7.081728729303731207e-01
1.887774992971495314e+00 1.784797220760016856e+01 3.191065999345374937e-01 2.676078959209799546e+00
9.518448261809724364e-01 1.547276173417265710e+01 3.319600831017079368e-01 2.936867826344725430e+00
3.558666863614387665e+00 1.828590965048466543e+01 4.136657434042623205e-01 4.875824166914555668e+00
2.419747195158116426e+00 2.238510688706152862e+01 3.462861869432771189e-01 3.241531126635020854e+00
3.915526845875943796e+00 2.939007803234717642e+01 5.407690971018654924e-01 8.894980739312872586e+00
2.133692625778451646e+00 1.345338596972075074e+01 2.866653923874219467e-01 2.070089354044709840e+00
1.242198198449889768e+00 1.448404164521534376e+01 2.703594159789236007e-01 1.793422171649257324e+00
1.820755749948953950e+00 9.778227651007387777e+00 2.324554306910268375e-01 1.221384374394223205e+00
1.676123290066341642e+00 1.572548669902736229e+01 2.830159150883349573e-01 2.006556137805993956e+00
1.258298051190652078e+00 7.083443681833278660e+00 2.336527341157562665e-01 1.237945608916990681e+00
3.134051032737425135e+00 2.142293952782420874e+01 3.718771437670467805e-01 3.822839404550828490e+00
2.661272032637532092e+00 2.846599001774335136e+01 3.927440523853822363e-01 4.332424792848566852e+00
9.815396960807970528e-01 8.955667967303535093e+00 2.162748191967996947e-01 1.007160034811278804e+00
1.830698555565327901e+00 1.208740605541951396e+01 2.647588706210660670e-01 1.702663586690981834e+00
3.181309570797890895e+00 3.093552855095868992e+01 4.832189067682295391e-01 6.920387113257937095e+00
5.426010119668294163e-01 6.435756814230529699e+00 1.851736903721148131e-01 6.454203992201923423e-01
2.129331726384172008e+00 2.628473192886591647e+01 3.387877792861436199e-01 3.080220599766474887e+00
1.326330619561464585e+00 7.840504592821550212e+00 2.081849576593186590e-01 9.067362357519745952e-01
2.506814837091082993e+00 1.705225554652898268e+01 3.428076296565551462e-01 3.166192659201101822e+00
1.366398483111367579e+00 8.362260946055400268e+00 2.157938184222354394e-01 1.001064667412470799e+00
1.231495419109512657e+00 8.907000417649273416e+00 2.273041560178811482e-01 1.151247567543084438e+00
1.388947188021270707e+00 1.023545610929350325e+01 2.318484332934859227e-01 1.213025716630936168e+00
3.228618269429946341e+00 2.399944523379490846e+01 3.862777321903275718e-01 4.171069821381872877e+00
1.107177253548806029e+00 6.845328565857691672e+00 2.362574433684862807e-01 1.274312561790102105e+00
3.330622494667949240e+00 2.659130431796567606e+01 4.114816002247522753e-01 4.817564895266412073e+00
6.435259699433303338e-01 2.997614738689410530e+00 1.457317265611839940e-01 2.819838544071760489e-01
9.405967285988272586e-01 8.802899788432359429e+00 2.242987939992657775e-01 1.111164203352512203e+00
2.447059706632717990e+00 1.369816769644259935e+01 3.197506093911987590e-01 2.688864286612040022e+00
1.280999886819610412e+00 1.122620637475084848e+01 2.534559074845454951e-01 1.526102949349725124e+00
3.023691811619766412e+00 2.382484403235897830e+01 4.403436166176916133e-01 5.616443381167101734e+00
2.983778087710037052e+00 2.131414838429581238e+01 4.059170090849099077e-01 4.670752481869972605e+00
2.703604325238443629e+00 1.917332782908259148e+01 3.475071022623497097e-01 3.268181433976069972e+00
1.158870903540790920e+00 7.208944126520891338e+00 2.202600963328762984e-01 1.058268054238543865e+00
3.456555707108101672e+00 2.108664382645648772e+01 4.546964101803205316e-01 6.037247398703990520e+00
2.724790331697751977e+00 2.266891113218482445e+01 4.174516143617253983e-01 4.977656221693542271e+00
2.929191338949078904e+00 3.197645054552961597e+01 3.956315457370711552e-01 4.405479484192708739e+00
1.801016899225349910e+00 2.117877599668160471e+01 3.427059037783030115e-01 3.164002660373297804e+00
1.802151557456262099e+00 1.524100500154861493e+01 3.005479188959157555e-01 2.320308090003451618e+00
2.097661040299027668e+00 1.580684598642481653e+01 2.898368017163534538e-01 2.126057445827908676e+00
3.084881683300618516e+00 3.480372461256011718e+01 3.924149039869616051e-01 4.324136558234227046e+00
1.214970467544101096e+00 8.171725096834380864e+00 2.197070680858097258e-01 1.051111315617224040e+00
2.937075194795637501e+00 2.062264009141528120e+01 3.683268046883015900e-01 3.739332287976712799e+00
1.283445095363003219e+00 9.959696519948620264e+00 2.220952171724184798e-01 1.082165536729249977e+00
1.866390085482476424e+00 1.491024989420323266e+01 2.661851253703677034e-01 1.725570161588422691e+00
2.159848187478587533e+00 2.227247496533681925e+01 3.900488624844364871e-01 4.264794393124600624e+00
2.130940973671567207e+00 1.656011118255636205e+01 3.199379967194808660e-01 2.692589990201857297e+00
1.865705460827308704e+00 1.131703740345658282e+01 2.453830533909765466e-01 1.405386955040085040e+00
2.780570298389110739e+00 2.212642554122624006e+01 3.405835642701320332e-01 3.118482603768302219e+00
2.328822729522512791e+00 2.001258571815120035e+01 3.376540515684419153e-01 3.056184585881202231e+00
1.895919832885617717e+00 1.293411567060937450e+01 2.695986293020677382e-01 1.780965707430391509e+00
3.043482432268960203e+00 2.105238596875219059e+01 3.685450340503482747e-01 3.744438552666071285e+00
2.005832154809463308e+00 2.602023075997378143e+01 3.666446706940594824e-01 3.700089873014474229e+00
2.327547734724578987e+00 1.717320861181718783e+01 3.113401363862772775e-01 2.524220553819452650e+00
1.559842028560587401e+00 1.180369326771135619e+01 2.633651981937571995e-01 1.680416344286388419e+00
9.479503821647282669e-01 5.921777231726130353e+00 1.934335660842113058e-01 7.350733950128311989e-01
1.130713055853297844e+00 8.771453794343610610e+00 2.190137173386221825e-01 1.042168074599237659e+00
1.804599029746585259e+00 1.634814395921216601e+01 3.292538530717951106e-01 2.880976296059559516e+00
2.197087745190760000e+00 1.500841461239466490e+01 2.996079569835169432e-01 2.302938028733155562e+00
2.353003239446337602e+00 1.341192560994485916e+01 3.794750278932019216e-01 4.004662602237514690e+00
1.978168077478734688e+00 1.518512420776618299e+01 2.992129548390561333e-01 2.295657175291088148e+00
2.625934579685963222e+00 2.065167026861233168e+01 3.418752447433603958e-01 3.146147869399995134e+00
2.512966208484672226e+00 1.800522319537019911e+01 3.198802482767380551e-01 2.691441547316013150e+00
1.267812096016634138e+00 8.054975558361626042e+00 2.043447328387379969e-01 8.606228310097971956e-01
2.201787820188046307e+00 1.848237897558676934e+01 3.733846706001569538e-01 3.858577804753011264e+00
1.569748898366897238e+00 1.799109091733516408e+01 2.831236892953438722e-01 2.008419013420168486e+00
1.813542288136894332e+00 1.188455830197865382e+01 2.615180801419038636e-01 1.651137782699210188e+00
2.853304266216299734e+00 1.948333405190101431e+01 3.812912142411316041e-01 4.048755414626560523e+00
1.352969319624766964e+00 9.595576803007784150e+00 2.270713079745736995e-01 1.148120003734712125e+00
3.545812746169011653e+00 2.421972343047357157e+01 4.306577725856193806e-01 5.341327084425420146e+00
1.269560643105996700e+00 8.704487452183347074e+00 2.382051221194636526e-01 1.301809163026094174e+00
2.582839661234032080e-01 1.560969480511114282e+00 1.314605707888280295e-01 1.773943012780697936e-01
1.496346873255615106e+00 1.347541651092562276e+01 2.615277734395373144e-01 1.651290814887989900e+00
3.662020453277204934e-01 3.019922000731070533e+00 1.464465799468517293e-01 2.876057632748234005e-01
2.007244935801824059e+00 1.420097243855877700e+01 2.974325415726307154e-01 2.262976376533108347e+00
1.619457361516861926e+00 1.562965808699418702e+01 3.133499162245447778e-01 2.563106329769031078e+00
1.890942472191758483e+00 1.874948164135236439e+01 3.177116184006399391e-01 2.648486254986777588e+00
2.255625165318264624e+00 1.523730828302504570e+01 2.799714327437671790e-01 1.954267540431142702e+00
2.582323838640428804e+00 1.605175855914378857e+01 3.174647589222776012e-01 2.643617829280543230e+00
3.100033156961340186e+00 2.417842895612627174e+01 3.689683486846057070e-01 3.754353488667763195e+00
2.223351417199397329e+00 1.724882806373447863e+01 3.165427922304773212e-01 2.625473712638749291e+00
1.885932510097068526e+00 1.212422745005184410e+01 3.061504552033953441e-01 2.425135232564290089e+00
2.049847434209768338e+00 1.513396898734518636e+01 2.968533474684126872e-01 2.252393003715295272e+00
3.477876066047981496e+00 2.356415613533212650e+01 4.201324156582904590e-01 5.050416096302162039e+00
1.413687648166260580e+00 9.948589776574763732e+00 2.558103083380195431e-01 1.562153543971164238e+00
1.354414391317372290e+00 8.439769177195811878e+00 2.199819408330393466e-01 1.054665841598585896e+00
2.301517568152890547e+00 2.825554189200803989e+01 4.067239755381866217e-01 4.691899212866405655e+00
7.134132083372841659e-01 6.991566169696357136e+00 2.004105061512447272e-01 8.144202838418415080e-01
1.254632499857584849e+00 4.921067513989100028e+00 1.919604854858352472e-01 7.187439508160926582e-01
3.347785917638993247e+00 2.443666971287224854e+01 4.001135937981384894e-01 4.520106156624636107e+00
1.073028499326786234e+00 1.079181104863655705e+01 2.302257302261203620e-01 1.190803788143922182e+00
3.892286177456605323e+00 3.388907909716452593e+01 5.400062396089959638e-01 8.867102396453677926e+00
3.004652146697984971e+00 2.307256945025827832e+01 3.423424962432732865e-01 3.156185176212450205e+00
2.382555484772492793e+00 2.611074180825334423e+01 3.673029242490093993e-01 3.715421533086625150e+00
1.011965739290306532e+00 6.943807060551129950e+00 2.120527711330580378e-01 9.541942830189843461e-01
3.123394822222679501e+00 4.318510094625099782e+01 4.139658787265581008e-01 4.883857881585996985e+00
3.308343472066859192e+00 2.435300286562371141e+01 4.508867112226589424e-01 5.924019276328860606e+00
3.154130737947486551e+00 4.044481308767134919e+01 4.726159872185796695e-01 6.584768698675466325e+00
6.271868898690753369e-01 1.988052880441427472e+00 1.457431483019744067e-01 2.820733949855173672e-01
2.603227184301041941e+00 1.632645136108667572e+01 3.799426030839259116e-01 4.015990977539078521e+00
2.769455685765540132e+00 3.251401715132761439e+01 4.450697330861494994e-01 5.753271607696074597e+00
4.913921219317688993e-01 3.076973217558497176e+00 1.633953130289861333e-01 4.314197206369969062e-01
1.796351110205346213e+00 1.188461896804015083e+01 3.029544434714910306e-01 2.365063873486952239e+00
1.669810408255284706e+00 1.850344443270650530e+01 3.219452082077693400e-01 2.732655368023843678e+00
2.555936950066024949e+00 1.360773561400862519e+01 2.925680928466905528e-01 2.174824013014520219e+00
3.586958211766035909e+00 2.722649849179014581e+01 5.146811093121611558e-01 7.967697958342758291e+00
1.863610660856103163e+00 1.637467470357003307e+01 2.711946274411069502e-01 1.807143477486865546e+00
4.855843729452131718e-01 3.410554691085791124e+00 1.569459142880796354e-01 3.743272576801064955e-01
3.124558608951587768e+00 3.420446668919277755e+01 4.763027849875478004e-01 6.700482826606650733e+00
1.291191240076507096e+00 8.203944160562423704e+00 2.245583743834263513e-01 1.114602012455017777e+00
2.317709784885882307e+00 2.175194655245535458e+01 3.675292845625959814e-01 3.720701124383321012e+00
6.623626513742107980e-01 6.084092800144820679e+00 1.878366064826060000e-01 6.738158471044011222e-01
1.678258045281048494e+00 1.061479983291076046e+01 2.546060226825909711e-01 1.543665807560817393e+00
1.212198833322549074e+00 8.350691316487941052e+00 2.209646550383713159e-01 1.067415907556156229e+00
3.685538379074987159e+00 3.575701329707629839e+01 4.290601766074758072e-01 5.296632210674618868e+00
1.039428527964382010e+00 6.280388923100507448e+00 1.946182469232510537e-01 7.483130273257276865e-01
1.755516345833237457e+00 1.186229077721953296e+01 2.640870576722865737e-01 1.691922631884763328e+00
2.422398808112408819e+00 1.898663970217854313e+01 3.477038482335857994e-01 3.272486141323485143e+00
1.449912636025722401e+00 1.071751638198617584e+01 2.304234993201509374e-01 1.193502497776165239e+00
1.756307284512805822e+00 1.746207241684456335e+01 3.366789077372802641e-01 3.035584827177576273e+00
2.882262045291384300e+00 2.899130959265141882e+01 4.251721762009328387e-01 5.188666593178840714e+00
2.892199788618795342e+00 2.181886845388405760e+01 4.153263319923750641e-01 4.920357937972434925e+00
2.156882827032234218e+00 1.566117570619151778e+01 2.900145130536482263e-01 2.129214511391412046e+00
3.991412189926166310e+00 4.357667402347433239e+01 4.967309980713399131e-01 7.360720929471789908e+00
1.697274330018467170e+00 9.515589361334228613e+00 2.320567425749999746e-01 1.215891404185137858e+00
1.991702157999410083e+00 1.444089484086215336e+01 3.483944939301442112e-01 3.287619359381679818e+00
2.899092994964408199e+00 2.596202719352750776e+01 3.698414508565526226e-01 3.774844937161838221e+00
1.918749417075365171e+00 1.427433030105560263e+01 2.888906077739760714e-01 2.109285486806160570e+00
